venditore_piva,nome_offerta,cod_offerta,tipo_prezzo,indice_prezzo,prezzo_energia,unita_energia,quota_fissa_annua,unita_quota,consumo_min,consumo_max,durata_mesi
02796290365,DUAL FUTURA EE DO R2,000852DSVFL02XXFUTURADUALEEDOM02,variabile,12,0.027980,€/kWh,144.000000,€/anno,,,indeterminata
04390080754,POWER EASY HOME BC,028693ESVFL01XXPOWEREASYHOMBC426,variabile,12,0.011000,€/kWh,60.000000,€/anno,,1999,12
04390080754,POWER FLEX DOMESTICO R _DOM 26,028693ESVFL01XXRINNOVOINTDOM0426,variabile,12,0.050050,€/kWh,165.240000,€/anno,,,24
04390080754,POWER EASY BUSINESS,028693ESVFL02XXPOWEREASYHOME0426,variabile,12,0.011000,€/kWh,120.000000,€/anno,,,12
04390080754,LUCE DINAMICA,028693ESVFL01XXT1POWERINTBCV0425,variabile,12,0.055000,€/kWh,60.000000,€/anno,,,24
04390080754,POWER EASY HOME,028693ESVFL01XXPOWEREASYHOME0426,variabile,12,0.011000,€/kWh,24.000000,€/anno,2000,,12
04390080754,POWER FLEX DOMESTICO R_PRT 26,028693ESVFL01XXFLEXDOMPRTRIN0426,variabile,12,0.050050,€/kWh,165.240000,€/anno,,,24
04390080754,LUCE FLEX STDC,028693ESVFL01XXLUCEDINDOMSTD0426,variabile,12,0.071500,€/kWh,84.000000,€/anno,,5000,12
04390080754,POWER EASY _ HOME,028693ESVFL02XXPOWEREASYHOMBC426,variabile,12,0.011000,€/kWh,144.000000,€/anno,,,12
01032450072,CVA SEMPREGREEN,000784ESVFL06XXCVASEMPREGREENDOM,variabile,12,,,144.00,€/anno,0,100000,indeterminata
01032450072,CVA EASYFLEX,000784ESVFL04XXCVAEASYFLEXDRCASA,variabile,12,,,0.00,€/anno,0,100000,indeterminata
01032450072,CVA EASYFLEX,000784ESVFL04XXCVAEASYFLEXDNCASA,variabile,12,,,36.00,€/anno,0,100000,indeterminata
01032450072,CVA 7,000784ESFML04XXCVASETTEDOMESTICO,fisso,,,,36.00,€/anno,0,100000,indeterminata
05525940655,Il variabile,027241ESVFL01XX20260101EEVARTDR2,variabile,12,0.020000,€/kWh,120.000000,€/anno,,,12
06909290485,PREMIUM CONSUMER P-FIXA DEP,029332ESFFL02XXPREMCONSUPFIXADEP,fisso,,0.318,€/kWh,168.0,€/anno,,,indeterminata
01109590214,LIB-DOM-01-000005,001179ESVFL01XXLIBDOM01000000005,variabile,12,0.055000,€/kWh,800.00,€/anno,0,999999,12
02499020697,FlexiCasa Luce,023706ESVFL04XXDXP0125XFLEXCASEE,variabile,12,0.005500,€/kWh,120.000000,€/anno,,,12
02499020697,Promo 20 Luce,023706ESVFL05XXDXP0125XPROMVENEE,variabile,12,0.005500,€/kWh,120.000000,€/anno,,,12
03372830988,Zero Spread Domestico,013982ESVFL00XXEZERO3PM000000086,variabile,12,0,€/kWh,120,€/anno,,,12
03372830988,Fissiamoci Domestico 3 Fasce WEB - 062026,013982ESFFL00XXEFISS3PF000000131,fisso,,0.14559/0.15931/0.13748,€/kWh,60,€/anno,,,12
03372830988,PREZZO CHIARO DOMESTICO 3F,013982ESVML00XX0000003F08CHIAR96,variabile,12,0.0088,€/kWh,96,€/anno,,,12
03372830988,Fissiamoci Domestico Mono WEB - 062026,013982ESFML00XXEFISSMPF000000132,fisso,,0.14601,€/kWh,60,€/anno,,,12
00816410146,PRIME - LUCE CASA,000938ESVFL01XXEEPRIMED01042026D,variabile,12,0.009900,€/kWh,120.000000,€/anno,,,12
00816410146,WELCOME 48 - LUCE CASA,000938ESVFL01XXEEWEL48N01042026D,variabile,12,0.025300,€/kWh,120.000000,€/anno,,,48
00816410146,FIX FAMILY - LUCE,000938ESFML05XXEEFIXDOM30052026D,fisso,,0.129800,€/kWh,144.000000,€/anno,,,24
00816410146,RELAX 36 - LUCE CASA,000938ESFML02XXEERELDOM30052026D,fisso,,0.119900,€/kWh,144.000000,€/anno,,,36
00816410146,SENZA PENSIERI - LUCE CASA,000938ESVFL01XXEESPD01042026XXXD,variabile,12,0.020900,€/kWh,120.000000,€/anno,,,indeterminata
07474890964,Offerta PUN Semplice20 Domestico Prezzo Variabile,003865ESVOL01XXEEVMLDOAU20250114,variabile,12,0.0200,€/kWh,120,€/anno,,,12
04313920656,ConZeroSpread26,023034ESVFL03XXCONZEROSPREAD0126,variabile,01,0.000000,€/kWh,216.000000,€/anno,,,12
04313920656,ConLuceCasaDom26,023034ESVFL01XXCONLUCECASA010426,variabile,01,0.030000,€/kWh,144.000000,€/anno,,,12
12747340961,UNO B LUCE PO09 FIX6 DOM,038555ESVFL01XX000000UNOBLUCENEW,variabile,12,0.009900,€/kWh,72.000000,€/anno,,,12
12747340961,TRE A LUCE PO25 FIX20 DOM,038555ESVFL01XX000000TREALUCENEW,variabile,12,0.027500,€/kWh,240.000000,€/anno,,,12
12747340961,TRE B LUCE PO19 FIX 18 DOM,038555ESVFL01XX000000TREBLUCENEW,variabile,12,0.020900,€/kWh,216.000000,€/anno,,,12
12747340961,UNO A LUCE PO09 FIX8 DOM,038555ESVFL01XX000000UNOALUCENEW,variabile,12,0.009900,€/kWh,96.000000,€/anno,,,12
12747340961,DUE B LUCE PO13 FIX13 DOM,038555ESVFL01XX000000DUEBLUCENEW,variabile,12,0.014300,€/kWh,156.000000,€/anno,,,12
12747340961,DUE A LUCE PO15 FIX15 DOM,038555ESVFL01XX000000DUEALUCENEW,variabile,12,0.016500,€/kWh,180.000000,€/anno,,,12
02092860663,DAI LUCE CASA,035587ESVFL06XX000000000DNV3P26X,variabile,12,0.014300,€/kWh,180.000000,€/anno,,,99
01812630224,DOLOMITI FLEX LUCE MOBILITY,000139ESVFL01XXW76968WR000000000,variabile,12,,,96,€/anno,,,24
01812630224,DOLOMITI SINERGIKA LUCE,000139ESVFL01XXW76965WR000000000,variabile,12,,,125,€/anno,,,24
01812630224,DOLOMITI FISSO LUCE 12,000139ESFML01XXW76983WR000000000,fisso,,,,84,€/anno,,,12
01812630224,DOLOMITI FLEX 24 LUCE,000139ESVFL01XXW76966WR000000000,variabile,12,,,125,€/anno,,,24
01812630224,DOLOMITI FISSO LUCE 36 BIORARIA,000139ESFFL01XXW76974WR000000000,fisso,,,,84,€/anno,,,36
01812630224,DOLOMITI FISSO LUCE 12 WEB,000139ESFML01XXW76984WR000000000,fisso,,,,72,€/anno,,,12
01812630224,DOLOMITI FISSO LUCE 36 AZIENDA,000139ESFML01XXW76972WR000000000,fisso,,,,84,€/anno,,,36
01812630224,DOLOMITI FISSO LUCE 36 BIORARIA WEB,000139ESFFL01XXW76978WR000000000,fisso,,,,72,€/anno,,,36
01812630224,AZIENDA AGILE LUCE,000139ESVFL01XXW76960WR000000000,variabile,12,,,125,€/anno,,,24
01812630224,DOLOMITI FISSO LUCE 36 WEB,000139ESFML01XXW76979WR000000000,fisso,,,,72,€/anno,,,36
01812630224,DOLOMITI FISSO LUCE 120,000139ESFML01XXW76970WR000000000,fisso,,,,120,€/anno,,,indeterminata
01812630224,DOLOMITI FISSO LUCE 36,000139ESFML01XXW76975WR000000000,fisso,,,,84,€/anno,,,36
17046371005,PLACET DOMESTICA VAR EE,039612ESVFL01XXDOMINO00000000001,variabile,12,0.03,€/kWh,144.0,€/anno,,,indeterminata
01016870329,FIX FAMILY CUN 3,003450ESFML01XX00000010072710626,fisso,12,0.1182,€/kWh,241.2311,€/anno,0,5000,12
01016870329,FIX FAMILY SEMPRE ZERO M,003450ESFFL01XX00000010072590626,fisso,12,0.1393/0.1345,€/kWh,181.2311,€/anno,0,5000,12
01016870329,FIX FAMILY CUN 4,003450ESFFL01XX00000010072660626,fisso,12,0.1363/0.1315,€/kWh,121.2311,€/anno,0,5000,12
01016870329,FIX FAMILY CUN 2,003450ESFFL01XX00000010072680626,fisso,12,0.1263/0.1215,€/kWh,181.2311,€/anno,0,5000,12
01016870329,FIX FAMILY JAZZ,003450ESFML01XX00000010072490626,fisso,12,0.1873/0.1825,€/kWh,133.2311,€/anno,,,12
01016870329,FIX FAMILY POP,003450ESFFL01XX00000010072470626,fisso,12,0.1823/0.1775,€/kWh,115.2311,€/anno,,,12
01016870329,FIX FAMILY NEW AGE,003450ESFML01XX00000010072610626,fisso,12,0.1792,€/kWh,97.2311,€/anno,,,12
01016870329,FIX FAMILY NEW AGE,003450ESFFL01XX00000010072620626,fisso,12,0.1823/0.1775,€/kWh,97.2311,€/anno,,,12
01016870329,FIX FAMILY MICRO,003450ESFFL01XX00000010072450626,fisso,12,0.1693/0.1645,€/kWh,169.2311,€/anno,,,12
01016870329,FIX FAMILY MICRO,003450ESFML01XX00000010072460626,fisso,12,0.1662,€/kWh,169.2311,€/anno,,,12
01016870329,FIX FAMILY SEMPRE ZERO XS,003450ESFFL01XX00000010072640626,fisso,12,0.1422,€/kWh,121.2311,€/anno,0,5000,12
01016870329,FIX FAMILY BLUES,003450ESFFL01XX00000010072550626,fisso,12,0.1923/0.1875,€/kWh,175.2311,€/anno,,,12
01016870329,FIX FAMILY CUN 3,003450ESFFL01XX00000010072720626,fisso,12,0.1213/0.1165,€/kWh,241.2311,€/anno,0,5000,12
01016870329,FIX FAMILY CUN 2,003450ESFML01XX00000010072670626,fisso,12,0.1232,€/kWh,181.2311,€/anno,0,5000,12
01016870329,FIX FAMILY CUN 1,003450ESFML01XX00000010072690626,fisso,12,0.1282,€/kWh,145.2311,€/anno,0,5000,12
01016870329,FIX FAMILY SEMPRE ZERO CASA,003450ESFML01XX00000010072760626,fisso,12,0.1492,€/kWh,169.2311,€/anno,0,5000,12
01016870329,FIX FAMILY SEMPRE ZERO M,003450ESFML01XX00000010072600626,fisso,12,0.1362,€/kWh,181.2311,€/anno,0,5000,12
01016870329,FIX FAMILY RAP,003450ESFML01XX00000010072520626,fisso,12,0.1842,€/kWh,157.2311,€/anno,,,12
01016870329,FIX FAMILY BLUES,003450ESFML01XX00000010072560626,fisso,12,0.1892,€/kWh,175.2311,€/anno,,,12
01016870329,FIX FAMILY SEMPRE ZERO S,003450ESFML01XX00000010072580626,fisso,12,0.1392,€/kWh,145.2311,€/anno,0,5000,12
01016870329,FIX FAMILY ROCk,003450ESFML01XX00000010072540626,fisso,12,0.1892,€/kWh,175.2311,€/anno,,,12
01016870329,FIX FAMILY SEMPRE ZERO L,003450ESFFL01XX00000010072730626,fisso,12,0.1373/0.1325,€/kWh,241.2311,€/anno,0,5000,12
01016870329,FIX FAMILY SEMPRE ZERO S,003450ESFFL01XX00000010072570626,fisso,12,0.1423/0.1375,€/kWh,145.2311,€/anno,0,5000,12
01016870329,FIX FAMILY SEMPRE ZERO CASA,003450ESFFL01XX00000010072750626,fisso,12,0.1523/0.1475,€/kWh,169.2311,€/anno,0,5000,12
01016870329,FIX FAMILY RAP,003450ESFFL01XX00000010072510626,fisso,12,0.1873/0.1825,€/kWh,157.2311,€/anno,,,12
01016870329,FIX FAMILY SEMPRE ZERO XS,003450ESFML01XX00000010072630626,fisso,12,0.1422,€/kWh,121.2311,€/anno,0,5000,12
01016870329,FIX FAMILY POP,003450ESFML01XX00000010072480626,fisso,12,0.1792,€/kWh,115.2311,€/anno,,,12
01016870329,FIX FAMILY SEMPRE ZERO L,003450ESFML01XX00000010072740626,fisso,12,0.1342,€/kWh,241.2311,€/anno,0,5000,12
01016870329,FIX FAMILY ROCk,003450ESFFL01XX00000010072530626,fisso,12,0.1923/0.1875,€/kWh,175.2311,€/anno,,,12
01016870329,FIX FAMILY CUN 4,003450ESFML01XX00000010072650626,fisso,12,0.1332,€/kWh,121.2311,€/anno,0,5000,12
01016870329,FIX FAMILY CUN 1,003450ESFFL01XX00000010072700626,fisso,12,0.1313/0.1265,€/kWh,145.2311,€/anno,0,5000,12
01016870329,FIX FAMILY JAZZ,003450ESFML01XX00000010072500626,fisso,12,0.1842,€/kWh,133.2311,€/anno,,,12
03317680217,Deloa Casa Genesis Luce Promo,044483ESVFL01XX000000000PROMODOM,variabile,12,0.015950,€/kWh,97.230000,€/anno,,,indeterminata
03317680217,Deloa Casa Genesis Luce,044483ESVFL01XX0000000000000MDOM,variabile,12,0.027500,€/kWh,121.230000,€/anno,,,indeterminata
03317680217,Deloa Casa Genesis Luce Top,044483ESVFL01XX00000000000TDOM01,variabile,12,0.020350,€/kWh,109.230000,€/anno,,,indeterminata
05170270283,LDLVO2605SELFIE Luce Domestico Variabile,028595ESVOL01XX00000000000031329,variabile,12,,,120,€/anno,,,12
03429130234,E.ON Luce Tua,000362ESFML01XXLS16S0D000000A000,fisso,,,,121.2311,€/anno,,,12
03429130234,E.ON Flex Luce,000362ESVFL01XXZG36S0DFLX000C000,variabile,01,,,121.2311,€/anno,,,12
03429130234,E.ON LuceVerde Casa Bioraria,000362ESFFL01XXLS26S0DACR000E000,fisso,,,,145.2311,€/anno,,,12
03429130234,E.ON Luce Solar Dream,000362ESFFL01XXZH36S0DSD0000V000,fisso,,,,157.2311,€/anno,,,12
03429130234,E.ON FlexClick Luce - PROMO,000362ESVFL01XXZG36S0DFLXD00A000,variabile,01,,,109.2311,€/anno,,,12
03429130234,E.ON Ore Per Te,000362ESFML01XXLZ16S0D000000A000,fisso,,,,121.2311,€/anno,,,12
03429130234,E.ON Luce Drive Smarty,000362ESVFL01XXZY36S0DDS0000A000,variabile,01,,,121.2311,€/anno,,,12
03429130234,E.ON Luce Tua Per 24 Bioraria,000362ESFFL01XXZL26S0D000000B000,fisso,,,,121.2311,€/anno,,,24
03429130234,E.ON FreeComfort Luce Casa,000362ESVFL01XXZG36S0DACRFC0A000,variabile,01,,,157.2311,€/anno,,,12
03429130234,E.ON Luce - Amico new,000362ESFML01XXLS16S0DA00000A000,fisso,,,,121.2311,€/anno,,,12
03429130234,E.ON Luce Tua Per 24,000362ESFML01XXZL16S0D000000B000,fisso,,,,121.2311,€/anno,,,24
03429130234,E.ON Luce Solar Dream Amico,000362ESFFL01XXZH36S0DASD000V000,fisso,,,,157.2311,€/anno,,,12
03429130234,E.ON LuceClick biorariaVerde,000362ESFFL01XXL626S0D000000A000,fisso,,,,109.2311,€/anno,,,12
03429130234,E.ON Luce Casa Per 24,000362ESFML01XXZL16S0DACR000C000,fisso,,,,145.2311,€/anno,,,24
03429130234,E.ON Luce Casa Per 24 Bioraria,000362ESFFL01XXZL26S0DACR000C000,fisso,,,,145.2311,€/anno,,,24
03429130234,E.ON Luce Tua Bioraria,000362ESFFL01XXLS26S0D000000A000,fisso,,,,121.2311,€/anno,,,12
03429130234,E.ON Luce Chiara Click,000362ESFML01XXLW16S0DD00000A000,fisso,,,,109.2311,€/anno,,,12
03429130234,E.ON Luce Libera Zero,000362ESFML01XXLS16S0DZ00000X000,fisso,,,,69.2711,€/anno,,,12
03429130234,E.ON Luce Insieme,000362DSFML01XXZA16S0D000000A000,fisso,,,,109.2311,€/anno,,,12
03429130234,E.ON Libera Luce,000362ESFML01XXLS16S0D000000X000,fisso,,,,69.2711,€/anno,,,12
03429130234,E.ON Flex Luce Per 24,000362ESVFL01XXZJ36S0DRI0000D000,variabile,01,,,121.2311,€/anno,,,24
03429130234,E.ON Flex Luce Casa,000362ESVFL01XXZG36S0DACR000E000,variabile,01,,,145.2311,€/anno,,,12
03429130234,E.ON LuceClick - Amico new,000362ESFML01XXL616S0DA00000A000,fisso,,,,109.2311,€/anno,,,12
03429130234,E.ON Luce Chiara Light,000362ESFML01XXLW16S0D000000A000,fisso,,,,121.2311,€/anno,,,12
03429130234,E.ON LuceClickVerde,000362ESFML01XXL616S0D000000A000,fisso,,,,109.2311,€/anno,,,12
03429130234,E.ON LuceVerde Casa,000362ESFML01XXLS16S0DACR000E000,fisso,,,,145.2311,€/anno,,,12
03429130234,E.ON Luce Premia,000362ESFML01XXZL16S0DCB0000A000,fisso,,,,109.2311,€/anno,,,24
03471620546,E3Energy PLACET variabile Luce domestico,025369ESVFL01XX00000000000000320,variabile,12,0.066,€/kWh,300,€/anno,,,12
03471620546,ENERGIA ECONOMICA CASA FLEX PLUS ORO NEW,025369ESVFL01XX00000000000000289,variabile,12,0.04499,€/kWh,195,€/anno,,,12
03471620546,ENERGIA CASA FELICE LARGE NEW,025369ESVFL01XX00000000000000298,variabile,12,0.04356,€/kWh,216,€/anno,,,12
03471620546,ENERGIA CASA POWER SPECIAL,025369ESVFL01XX00000000000000286,variabile,12,0.01155,€/kWh,84,€/anno,,,12
03471620546,ENERGIA FLEX  DV CASA FELICE SPECIAL,025369ESVFL01XX00000000000000322,variabile,12,0.0198,€/kWh,58.8,€/anno,,,12
03471620546,ENERGIA FLEX DV CASA FELICE MEDIUM,025369ESVFL01XX00000000000000324,variabile,12,0.0187,€/kWh,144,€/anno,,,12
03471620546,LUCE INDEX CASA NEW,025369ESVFL01XX00000000000000303,variabile,12,0.03839,€/kWh,114,€/anno,,,12
03471620546,FIX CASA SICURA NEW,025369ESFFL01XX00000000000000314,fisso,,0.1694,€/kWh,180,€/anno,,,12
03471620546,LUCE CASA FLEX DO STANDARD NEW,025369ESVFL01XX00000000000000302,variabile,12,0.04279,€/kWh,140,€/anno,,,12
03471620546,LUCE PER SEMPRE CASA BASIC 1 NEW,025369ESVFL01XX00000000000000305,variabile,12,0.0363,€/kWh,100,€/anno,,,12
03471620546,ENERGIA ECONOMICA CASA FIX AMICO NEW,025369ESFFL01XX00000000000000310,fisso,,0.17908,€/kWh,175,€/anno,,,12
03471620546,ENERGIA SUPER ECONOMICA FAST NEW,025369ESVFL01XX00000000000000297,variabile,12,0.011979,€/kWh,120,€/anno,,,12
03471620546,ENERGIA FLEX DV CASA FELICE LIGHT,025369ESVFL01XX00000000000000325,variabile,12,0.0198,€/kWh,180,€/anno,,,12
03471620546,FIX DOMESTICO FACILE NEW,025369ESFFL01XX00000000000000315,fisso,,0.1815,€/kWh,156,€/anno,,,12
03471620546,E3Energy  PLACET fissa Luce domestico,025369ESFFL01XX00000000000000318,fisso,,0.319/0.275,€/kWh,300,€/anno,,,12
03471620546,E3E DOMASSE BASIC NEW,025369ESVFL01XX00000000000000294,variabile,12,0.02266,€/kWh,117,€/anno,,,12
03471620546,LUCE SICURA CASA NEW,025369ESFFL01XX00000000000000316,fisso,,0.16819,€/kWh,114,€/anno,,,12
03471620546,ENERGIA ECONOMICA CASA FLEX ORO NEW,025369ESVFL01XX00000000000000292,variabile,12,0.04499,€/kWh,175,€/anno,,,12
03471620546,LUCE PER SEMPRE CASA DIAMOND NEW,025369ESVFL01XX00000000000000306,variabile,12,0.0231,€/kWh,130,€/anno,,,12
03471620546,ENERGIA FIX DV CASA SERENA MEDIUM,025369ESFFL01XX00000000000000330,fisso,,0.15994,€/kWh,144,€/anno,,,12
03471620546,ENERGIA FLEX DV  CASA FELICE BASIC,025369ESVFL01XX00000000000000323,variabile,12,0.017699,€/kWh,119.88,€/anno,,,12
03471620546,ENERGIA FIX DV CASA SERENA LIGHT,025369ESFFL01XX00000000000000331,fisso,,0.15499,€/kWh,144,€/anno,,,12
03471620546,ENERGIA FIX DV CASA SERENA BASIC,025369ESFFL01XX00000000000000329,fisso,,0.1749,€/kWh,119.88,€/anno,,,12
03471620546,ENERGIA FIX SPECIAL DOMESTICO,025369ESFFL01XX00000000000000283,fisso,,0.1749,€/kWh,180,€/anno,,,12
03471620546,ENERCASAE3E NEW,025369ESVFL01XX00000000000000308,variabile,12,0.03388,€/kWh,115,€/anno,,,12
03471620546,ENERGIA ECONOMICA CASA FLEX,025369ESVFL01XX00000000000000293,variabile,12,0.04499,€/kWh,165,€/anno,,,12
03471620546,E3E DOMASSE LARGE NEW,025369ESVFL01XX00000000000000296,variabile,12,0.02948,€/kWh,142,€/anno,,,12
03471620546,ENERGIA  CASA FELICE MEDIUM NEW,025369ESVFL01XX00000000000000299,variabile,12,0.03509,€/kWh,192,€/anno,,,12
03471620546,ENERGIA CASA FELICE BASIC NEW,025369ESVFL01XX00000000000000300,variabile,12,0.02662,€/kWh,168,€/anno,,,12
03471620546,ENERGIA ECONOMICA CASA FIX PLUS AMICO NEW,025369ESFFL01XX00000000000000311,fisso,,0.17908,€/kWh,215,€/anno,,,12
03471620546,LUCE CASA FLEX DO AMICO PER AMICO NEW,025369ESVFL01XX00000000000000301,variabile,12,0.04279,€/kWh,170,€/anno,,,12
03471620546,E3E DOMASSE MEDIUM NEW,025369ESVFL01XX00000000000000295,variabile,12,0.02607,€/kWh,127,€/anno,,,12
03471620546,ENERGIA ECONOMICA CASA FIX ORO NEW,025369ESFFL01XX00000000000000309,fisso,,0.17908,€/kWh,195,€/anno,,,12
03471620546,DOMESTICO FIX NEW,025369ESFFL01XX00000000000000313,fisso,,0.18029,€/kWh,144,€/anno,,,12
03471620546,ENERGIA ECONOMICA CASA FLEX PLUS AMICO NEW,025369ESVFL01XX00000000000000288,variabile,12,0.04499,€/kWh,215,€/anno,,,12
03471620546,LUCE PER SEMPRE CASA RUBINO NEW,025369ESVFL01XX00000000000000307,variabile,12,0.0308,€/kWh,130,€/anno,,,12
03471620546,ENERGIA CASA ECONOMICA FIX NEW,025369ESFFL01XX00000000000000312,fisso,,0.161172,€/kWh,164,€/anno,,,12
03471620546,LUCE FLEX DO NEW,025369ESVFL01XX00000000000000304,variabile,12,0.034738,€/kWh,150,€/anno,,,12
03471620546,ENERGIA ECONOMICA CASA FLEX NEW,025369ESVFL01XX00000000000000290,variabile,12,0.04499,€/kWh,185,€/anno,,,12
03471620546,ENERGIA ECONOMICA CASA FLEX AMICO NEW,025369ESVFL01XX00000000000000291,variabile,12,0.04499,€/kWh,195,€/anno,,,12
01966170563,ENERGIA CASA,042307ESVFL01XXENERGIACASA202605,variabile,12,0.0385,€/kWh,84.0,€/anno,,,indeterminata
09118690966,ECO EE DOMESTIC GOLD ON,024490ESVFL01XX00000000000005432,variabile,12,0.003000,€/kWh,160.800000,€/anno,,,12
09118690966,ECO EE DOMESTIC SILVER,024490ESVFL01XX00000000000000071,variabile,12,0.003000,€/kWh,166.800000,€/anno,,,12
09118690966,ECO EE DOMESTIC GOLD,024490ESVFL01XX00000000000000072,variabile,12,0.003000,€/kWh,136.800000,€/anno,,,12
08000190721,TRIS LUCE GREEN,028056ESVFL02XX0000TRISLUCEGREEN,variabile,12,0.049500,€/kWh,457.800000,€/anno,,,12
08000190721,LUCE ZERO,028056ESVFL02XX000000000LUCEZERO,variabile,12,0.033000,€/kWh,204.000000,€/anno,,,12
08000190721,FAMILY LUCE GREEN,028056ESVFL02XX00FAMILYLUCEGREEN,variabile,12,0.049500,€/kWh,397.800000,€/anno,,,12
11655010962,START_MY_HOME_LUCE,036868DSVFL01XXMYHOMESTARTEE0NEW,variabile,01,0.018000,€/kWh,120.000000,€/anno,,,12
11655010962,FIX_HOME_LUCE_PLUS,036868ESFML01XX0FIX0HOME0PLUS0EE,fisso,,0.145000,€/kWh,111.000000,€/anno,,,17
11655010962,MY_HOME_LUCE,036868ESVFL01XX0MY0HOME0NEW0LUCE,variabile,01,0.018000,€/kWh,120.000000,€/anno,,,12
11655010962,FIX_HOME_LUCE_PLUS_DUAL,036868DSFML01XXFIXHOMEPLUSEEDUAL,fisso,,0.145000,€/kWh,111.000000,€/anno,,,17
11655010962,MY_HOME_LUCE,036868DSVFL01XXMYHOME0NEW0LUCE0D,variabile,01,0.018000,€/kWh,120.000000,€/anno,,,12
11655010962,START_MY_HOME_LUCE,036868ESVFL01XXMYHOMESTARTEE0NEW,variabile,01,0.018000,€/kWh,120.000000,€/anno,,,12
05288940280,.+Libero LUCE WEB PO 26,035442ESVFL01XXWEB0E03F0DOM0V4PO,variabile,12,0.0195,€/kWh,114,€/anno,,,12
09206891211,"EE DOM SPREAD 0,020 ENERLUX",029752ESVFL01XXxENERLUXx3xxxxxxx,variabile,12,0.020000,€/kWh,60.000000,€/anno,,,indeterminata
01262680190,EQUA LUCE,000732ESFML01XXEQED2606XXXXXXXXX,fisso,,0.149000,€/kWh,110.000000,€/anno,,,indeterminata
01262680190,ALCHIMIA LUCE H24,000732ESVML02XXALEDH2606XXXXXXXX,variabile,12,0.025900,€/kWh,126.000000,€/anno,,,indeterminata
01262680190,ARMONIA LUCE (TRIORARIA),000732ESFFL01XXRFED2606XXXXXXXXX,fisso,,0.165000/0.169000/0.145000,€/kWh,126.000000,€/anno,,,indeterminata
08118571218,LIGHT_20_FAMILY,023997ESVFL01XXFLUXDMxxxLIGHTx20,variabile,12,0.020,€/kWh,144,€/anno,0,0,12
02605060926,Punto fisso Casa,000667ESFML01XX0PFLUNUD1926FX0AG,fisso,,0.169,€/kWh,192.00,€/anno,,,12
02605060926,Top Family LuceFix,000667ESFML01XX0TFLUNUD1926FX0AG,fisso,,0.159,€/kWh,144.00,€/anno,,,12
02605060926,Free Family Luce,000667ESVOL01XX0FFLUNUD1926PN0AG,variabile,12,0.05,€/kWh,78.00,€/anno,,,indeterminata
02605060926,Small Family Luce,000667ESVOL01XX0SFLUNUD1926PN0AG,variabile,12,0.030,€/kWh,144.00,€/anno,,,indeterminata
02605060926,Carpe Diem CASA,000667ESVOL01XX0CDCUNUD1926PN0VD,variabile,12,0.005,€/kWh,72.00,€/anno,,,indeterminata
02605060926,Punto Zero Casa,000667ESVOL01XX0PZLUNUD1926PN0AG,variabile,12,0.03,€/kWh,144.00,€/anno,,,indeterminata
02605060926,Easy Family Luce,000667ESVOL01XX0EFLUNUD1926PN0AG,variabile,12,0.02,€/kWh,108.00,€/anno,,,indeterminata
02605060926,Top Family Luce,000667ESVOL01XX0TFLUNUD1926PN0AG,variabile,12,0.010,€/kWh,144.00,€/anno,,,indeterminata
02605060926,Punto Luce Casa,000667ESVOL01XX0PILUNUD1926PN0AG,variabile,12,0.05,€/kWh,144.00,€/anno,,,indeterminata
11319110968,LUCE_RELAX - Seconde case,035471ESVML01XX00000001LUCERELAX,variabile,12,0.044,€/kWh,48,€/anno,,,indeterminata
11319110968,LUCE TRASPARENTE DOMESTICI,035471ESVML01XXLUCETRASPARENTEDO,variabile,12,0.0275,€/kWh,120,€/anno,,,indeterminata
03734410040,FLEX Home Energia Elettrica,027074ESVFL01XXXEEFLEXHOMXXX0426,variabile,12,0.0209,€/kWh,156,€/anno,,,indeterminata
10564110962,Locale Luce 2026,028628ESVFL01XX000LOCALELUCE0526,variabile,12,0.264,€/kWh,108,€/anno,,,12
10564110962,WEB Luce 2026€,028628ESVFL01XX000000WEBLUCE0526,variabile,12,0.055,€/kWh,600,€/anno,,,12
10564110962,Blocca Luce,028628ESFML01XX00000BLOCCALUCE26,fisso,,0.165,€/kWh,132,€/anno,,,indeterminata
04211550241,E_PLUS_NOV_DOM_NEW2,030231ESVFL01XX105EINDFSTDSMALL1,variabile,01,0.014000,€/kWh,144.000000,€/anno,,,indeterminata
05338370751,EPOP FISSO SENZA PENSIERI LUCE,041219ESFML06XX0000SENZAPENSIERI,fisso,,0.123000,€/kWh,144.000000,€/anno,,,indeterminata
05338370751,FIX FAMILY ROYAL LUCE,041219ESFML06XX00FIXDOMROYALLUCE,fisso,,0.123000,€/kWh,120.000000,€/anno,,,indeterminata
05338370751,FUTURA LUCE CASA,041219ESVFL02XX000FUTURALUCECASA,variabile,12,0.014000,€/kWh,99.000000,€/anno,,,indeterminata
05338370751,EPOP ROYAL LUCE PROMO,041219ESVFL02XX000ROYALLUCEPROMO,variabile,12,0.013000,€/kWh,96.000000,€/anno,,,indeterminata
05338370751,FLEX FAMILY EASY LUCE,041219ESVFL12XX000000FLEXDOMEASY,variabile,12,0.012500,€/kWh,108.000000,€/anno,,,indeterminata
05338370751,FLEX FAMILY NEXT LUCE,041219ESVFL03XX000000FLEXDOMNEXT,variabile,12,0.016500,€/kWh,198.000000,€/anno,,,indeterminata
